fueltype,energy2006,energy2007,energy2008,energy2009,energy2010,energy2011,energy2012,energy2013,energy2014,energy2015,energy2016,geography,sector,value,gdp2006,gdp2007,gdp2008,gdp2009,gdp2010,gdp2011,gdp2012,gdp2013,gdp2014,gdp2015,gdp2016,industrycode,lev1,lev2,lev3
Total primary and secondary energy,53015,60685,57222,48766,40932,52877,53521,50575,55100,57974,58419,Atlantic provinces,Commercial and other institutional,Chained (2007) dollars,385.2,394.10001,402.39999,408.29999,420.89999,428.70001,422.29999,419.29999,423.89999,427.79999,438.89999,62,1,0,0
Total primary and secondary energy,53015,60685,57222,48766,40932,52877,53521,50575,55100,57974,58419,Atlantic provinces,Commercial and other institutional,Chained (2007) dollars,774.5,765.09998,765.20001,764.70001,780.5,798.40002,804.59998,784,787.70001,776.29999,770.70001,51,1,0,0
Total primary and secondary energy,53015,60685,57222,48766,40932,52877,53521,50575,55100,57974,58419,Atlantic provinces,Commercial and other institutional,Chained (2007) dollars,110.1,111.6,114.4,105.2,125,124,130,132.8,133,129.60001,126,56,1,0,0
Total primary and secondary energy,53015,60685,57222,48766,40932,52877,53521,50575,55100,57974,58419,Atlantic provinces,Commercial and other institutional,Chained (2007) dollars,1171.5,1208.2,1256.8,1237.8,1277.9,1312.2,1314.3,1359.3,1398.2,1483.1,1516.5,54,1,0,0
Total primary and secondary energy,53015,60685,57222,48766,40932,52877,53521,50575,55100,57974,58419,Atlantic provinces,Commercial and other institutional,Chained (2007) dollars,161.9,170.10001,154,150.8,151.60001,148.89999,146.7,144.89999,132.89999,137.39999,150.5,531A,1,0,0
Total primary and secondary energy,53015,60685,57222,48766,40932,52877,53521,50575,55100,57974,58419,Atlantic provinces,Commercial and other institutional,Chained (2007) dollars,288.1,319,295.70001,293.20001,305.10001,312.79999,327.70001,321.39999,331.10001,323.39999,320.89999,56,1,0,0
Total primary and secondary energy,53015,60685,57222,48766,40932,52877,53521,50575,55100,57974,58419,Atlantic provinces,Commercial and other institutional,Chained (2007) dollars,558.1,558.70001,560.20001,586.29999,621.20001,631.40002,627.70001,603.59998,618,605.20001,600.79999,51,1,0,0
Total primary and secondary energy,53015,60685,57222,48766,40932,52877,53521,50575,55100,57974,58419,Atlantic provinces,Commercial and other institutional,Chained (2007) dollars,..,207,214.3,209.39999,208.8,218,217.8,193.39999,170.3,180.3,182.3,532,1,0,0
Total primary and secondary energy,53015,60685,57222,48766,40932,52877,53521,50575,55100,57974,58419,Atlantic provinces,Commercial and other institutional,Chained (2007) dollars,1223.5,1219.5,1253.3,1263.2,1273.3,1276.8,1295.3,1291.4,1286.8,1285.5,1278.8,61,1,0,0
Total primary and secondary energy,53015,60685,57222,48766,40932,52877,53521,50575,55100,57974,58419,Atlantic provinces,Commercial and other institutional,Chained (2007) dollars,191.3,183.3,179.10001,169.10001,178.60001,177.8,173.60001,168.3,176.60001,189.39999,198.89999,71,1,0,0
Total primary and secondary energy,53015,60685,57222,48766,40932,52877,53521,50575,55100,57974,58419,Atlantic provinces,Commercial and other institutional,Chained (2007) dollars,2777.0,2824.3,2877.1001,2967.8,3013.3999,3083.1001,3101.5,3124.1001,3206.8,3230.3999,3270.2,62,1,0,0
Total primary and secondary energy,53015,60685,57222,48766,40932,52877,53521,50575,55100,57974,58419,Atlantic provinces,Commercial and other institutional,Chained (2007) dollars,733.9,735.29999,749.09998,751.40002,756.5,761.90002,777.40002,759.5,780.09998,788.5,802.70001,72,1,0,0
Total primary and secondary energy,53015,60685,57222,48766,40932,52877,53521,50575,55100,57974,58419,Atlantic provinces,Commercial and other institutional,Chained (2007) dollars,155.1,167.5,164,169.8,167.39999,167.39999,148.2,151.10001,139.7,134.89999,131.60001,49A,1,0,0
Total primary and secondary energy,53015,60685,57222,48766,40932,52877,53521,50575,55100,57974,58419,Atlantic provinces,Commercial and other institutional,Chained (2007) dollars,110.7,110.7,114.5,107.7,109.4,110.7,111.6,113.6,116.1,127.3,133.39999,54,1,0,0
Total primary and secondary energy,53015,60685,57222,48766,40932,52877,53521,50575,55100,57974,58419,Atlantic provinces,Commercial and other institutional,Chained (2007) dollars,1698.1,1777.2,1756.8,1768.3,1750.5,1794.9,1811.3,1788,1771,1805.6,1830.9,52,1,0,0
Total primary and secondary energy,53015,60685,57222,48766,40932,52877,53521,50575,55100,57974,58419,Atlantic provinces,Commercial and other institutional,Chained (2007) dollars,48.0,49.599998,50.400002,51.700001,48,47.400002,45.5,50.400002,51.299999,53.900002,53.5,71,1,0,0
Total primary and secondary energy,53015,60685,57222,48766,40932,52877,53521,50575,55100,57974,58419,Atlantic provinces,Commercial and other institutional,Chained (2007) dollars,..,54.200001,48.900002,59.700001,65,60.599998,53.099998,69.400002,76.099998,71,72.599998,454,1,0,0
Total primary and secondary energy,53015,60685,57222,48766,40932,52877,53521,50575,55100,57974,58419,Atlantic provinces,Commercial and other institutional,Chained (2007) dollars,741.9,738.70001,712,685.09998,684.90002,696.70001,695.29999,658.40002,675,659.40002,642.59998,56,1,0,0
Total primary and secondary energy,53015,60685,57222,48766,40932,52877,53521,50575,55100,57974,58419,Atlantic provinces,Commercial and other institutional,Chained (2007) dollars,..,20.299999,20.700001,21,21.1,21.200001,22,16.1,15.8,15.8,16.4,532,1,0,0
Total primary and secondary energy,53015,60685,57222,48766,40932,52877,53521,50575,55100,57974,58419,Atlantic provinces,Commercial and other institutional,Chained (2007) dollars,..,7.5,8,8.3999996,8.1999998,7.5,11.2,11.2,8.8999996,10.4,10.7,451,1,0,0
Total primary and secondary energy,53015,60685,57222,48766,40932,52877,53521,50575,55100,57974,58419,Atlantic provinces,Commercial and other institutional,Chained (2007) dollars,..,31.9,33.099998,31.9,32.900002,33.900002,30.4,27.5,28.6,29.700001,30.799999,452,1,0,0
Total primary and secondary energy,53015,60685,57222,48766,40932,52877,53521,50575,55100,57974,58419,Atlantic provinces,Commercial and other institutional,Chained (2007) dollars,..,12,11.8,10.7,11.6,10.6,11.6,13.5,14.4,14.1,15.7,453,1,0,0
Total primary and secondary energy,53015,60685,57222,48766,40932,52877,53521,50575,55100,57974,58419,Atlantic provinces,Commercial and other institutional,Chained (2007) dollars,..,13.9,13.1,13.1,14,14,13.5,15.7,20.5,20.1,19.9,533,1,0,0
Total primary and secondary energy,53015,60685,57222,48766,40932,52877,53521,50575,55100,57974,58419,Atlantic provinces,Commercial and other institutional,Chained (2007) dollars,..,34,28.799999,35.200001,28.9,31.4,34.400002,38.099998,43,46.200001,49,453,1,0,0
Total primary and secondary energy,53015,60685,57222,48766,40932,52877,53521,50575,55100,57974,58419,Atlantic provinces,Commercial and other institutional,Chained (2007) dollars,1272.8,1326.7,1271.2,1212.5,1331.3,1400,1341.6,1377.5,1434.9,1459.6,1421,41,1,0,0
Total primary and secondary energy,53015,60685,57222,48766,40932,52877,53521,50575,55100,57974,58419,Atlantic provinces,Commercial and other institutional,Chained (2007) dollars,82.9,86.599998,87.599998,81,82.099998,91.199997,96.5,111.2,112.2,114,113.7,41,1,0,0
Total primary and secondary energy,-69158,-76576,-75149,-70768,-1068,-5979,18797,-8880,3124,12073,-5399,Atlantic provinces,Statistical difference,,,,,,,,,,,,,,0,0,0
Total primary and secondary energy,545155,535026,528726,500545,494191,502643,498873,510052,523891,516961,508397,Quebec,Total industrial,Chained (2007) dollars,2890.9,2961,3064.6001,2969.2,3077.5,3344.8999,3320,3726,4336.7002,4620.7998,4595.7002,21,1,0,0
Total primary and secondary energy,545155,535026,528726,500545,494191,502643,498873,510052,523891,516961,508397,Quebec,Total industrial,Chained (2007) dollars,307.7,319.29999,306.20001,399.20001,382.70001,327.60001,317.10001,370.70001,385.60001,406.5,440.70001,1153,1,0,0
Total primary and secondary energy,545155,535026,528726,500545,494191,502643,498873,510052,523891,516961,508397,Quebec,Total industrial,Chained (2007) dollars,1217.3,1082.1,1067.1,965.20001,1070.3,1100.2,991,1010.6,1079.9,1186.5,1198.9,113,1,0,0
Total primary and secondary energy,545155,535026,528726,500545,494191,502643,498873,510052,523891,516961,508397,Quebec,Total industrial,Chained (2007) dollars,49544.2,48571,47609.602,42986.102,43236.699,43849.102,43943.5,43083.699,44631.602,44800,44400.5,31-33,1,0,0
Total primary and secondary energy,545155,535026,528726,500545,494191,502643,498873,510052,523891,516961,508397,Quebec,Total industrial,Chained (2007) dollars,16573.7,17508.199,18288.801,18794.5,19321,20374.199,21808.801,20744.199,19688,19398,19830.801,23,1,0,0
Total primary and secondary energy,23040,23788,29622,41822,35777,28100,37300,38781,35315,34089,33092,Quebec,Mining and oil and gas extraction,Chained (2007) dollars,2890.9,2961,3064.6001,2969.2,3077.5,3344.8999,3320,3726,4336.7002,4620.7998,4595.7002,21,0,1,0
Total primary and secondary energy,502340,492214,480632,432434,432757,450159,436710,448042,466950,460993,451453,Quebec,Total manufacturing,Chained (2007) dollars,49544.2,48571,47609.602,42986.102,43236.699,43849.102,43943.5,43083.699,44631.602,44800,44400.5,31-33,0,1,0
Total primary and secondary energy,117349,107985,98272,84545,81986,79777,70128,72573,70823,73004,72838,Quebec,Pulp and paper manufacturing,Chained (2007) dollars,3200.7,3154,2995.8,2444.6001,2600.8,2499.8,2325.8,2163.3,2332.1001,2357.8999,2372.7,322,0,0,1
Total primary and secondary energy,25477,33503,27136,24491,x,21230,x,x,x,x,x,Quebec,Primary metal manufacturing,Chained (2007) dollars,6048.7,6241.2002,6162.5,5173.7002,5400.7998,5712.7002,5627.5,5253.8999,5669.7002,5689.5,5480,331,0,0,1
Total primary and secondary energy,204356,194869,198821,174213,179783,188917,177531,175796,188549,199632,199788,Quebec,Primary metal manufacturing,Chained (2007) dollars,6048.7,6241.2002,6162.5,5173.7002,5400.7998,5712.7002,5627.5,5253.8999,5669.7002,5689.5,5480,331,0,0,1
Total primary and secondary energy,8454,8020,12534,10056,x,x,x,10481,x,x,x,Quebec,Cement manufacturing,Chained (2007) dollars,828.7,852.09998,806.09998,744.59998,745.5,786.5,789.29999,691.5,694.09998,670.09998,680.29999,3273,0,0,1
Total primary and secondary energy,13563,13100,13784,14469,16427,x,x,x,x,x,x,Quebec,Refined petroleum products manufacturing,Chained (2007) dollars,1254.6,1344.9,1277.9,1412.3,1209.1,1057.4,1092.1,1007.8,1068.2,1025.1,1027.5,324,0,0,1
Total primary and secondary energy,35152,38082,35962,34502,31125,32555,32421,27658,43223,43676,28617,Quebec,Chemicals and fertilizers manufacturing,Chained (2007) dollars,4053.5,3413,3180.7,3180.3,3276.8999,3138.3,3313.5,2991.3999,3070.8999,3331.6001,3517.3999,325,0,0,1
Total primary and secondary energy,97989,96655,94122,90158,93568,101617,105135,119640,109010,88767,96562,Quebec,All other manufacturing,Chained (2007) dollars,2627.7,2792.5,2839.1001,2499.1001,2565.8999,2815.1001,2866,2976.2,2891,2975.8,3113.2,333,0,0,1
Total primary and secondary energy,97989,96655,94122,90158,93568,101617,105135,119640,109010,88767,96562,Quebec,All other manufacturing,Chained (2007) dollars,..,913.79999,1000.4,835.20001,913.09998,1017.4,1040.3,1210.8,1168.9,1187.1,1266.3,333A,0,0,1
Total primary and secondary energy,97989,96655,94122,90158,93568,101617,105135,119640,109010,88767,96562,Quebec,All other manufacturing,Chained (2007) dollars,1514.0,1515.7,1425.4,1326.6,1326.9,1423.3,1439.6,1296.7,1313,1279.5,1274.3,327,0,0,1
Total primary and secondary energy,97989,96655,94122,90158,93568,101617,105135,119640,109010,88767,96562,Quebec,All other manufacturing,Chained (2007) dollars,650.5,668.79999,709.70001,747.79999,736.70001,770.79999,781.59998,849.09998,956.09998,988.79999,1055,3119,0,0,1
Total primary and secondary energy,97989,96655,94122,90158,93568,101617,105135,119640,109010,88767,96562,Quebec,All other manufacturing,Chained (2007) dollars,225.4,203.7,212.7,187.89999,166.60001,195.60001,180.39999,165.39999,152,174.7,192.7,3335,0,0,1
Total primary and secondary energy,97989,96655,94122,90158,93568,101617,105135,119640,109010,88767,96562,Quebec,All other manufacturing,Chained (2007) dollars,..,291.89999,311,336.60001,332.89999,347.70001,340.10001,289.20001,282.79999,192.89999,181.10001,3241A,0,0,1
Total primary and secondary energy,97989,96655,94122,90158,93568,101617,105135,119640,109010,88767,96562,Quebec,All other manufacturing,Chained (2007) dollars,4591.9,4619.1001,4895.1001,4984.6001,5025.7002,5001.3999,4830.2002,4953.5,5368.6001,5511.2998,5726.7002,311,0,0,1
Total primary and secondary energy,97989,96655,94122,90158,93568,101617,105135,119640,109010,88767,96562,Quebec,All other manufacturing,Chained (2007) dollars,523.2,433.79999,410.10001,397.5,451.20001,466.70001,460.89999,478,546.90002,567.29999,578.20001,3262,0,0,1
Total primary and secondary energy,97989,96655,94122,90158,93568,101617,105135,119640,109010,88767,96562,Quebec,All other manufacturing,Chained (2007) dollars,579.6,549,506,463.5,498.5,585.5,586.59998,524.29999,483.29999,492.60001,490.20001,3251,0,0,1
Total primary and secondary energy,97989,96655,94122,90158,93568,101617,105135,119640,109010,88767,96562,Quebec,All other manufacturing,Chained (2007) dollars,582.0,564.29999,444.10001,288.89999,331.79999,440.60001,399.39999,369.79999,327,309.70001,346.10001,3342,0,0,1
Total primary and secondary energy,97989,96655,94122,90158,93568,101617,105135,119640,109010,88767,96562,Quebec,All other manufacturing,Chained (2007) dollars,26.9,29,22,14.7,9.8000002,14.6,22.200001,16.9,13.6,14.5,11.9,33637,0,0,1
Total primary and secondary energy,97989,96655,94122,90158,93568,101617,105135,119640,109010,88767,96562,Quebec,All other manufacturing,Chained (2007) dollars,1692.6,1593,1409,1212.3,1289.4,1429.8,1303.9,1235,1235.6,1156,1159.2,334,0,0,1
Total primary and secondary energy,97989,96655,94122,90158,93568,101617,105135,119640,109010,88767,96562,Quebec,All other manufacturing,Chained (2007) dollars,1004.7,853.40002,725.79999,603.5,563.09998,575.59998,537,511,479.10001,507.79999,466.39999,31A,0,0,1
Total primary and secondary energy,97989,96655,94122,90158,93568,101617,105135,119640,109010,88767,96562,Quebec,All other manufacturing,Chained (2007) dollars,970.3,1053,967.70001,1076.1,886.90002,738.40002,773.29999,734.5,796.09998,832.5,847.29999,32411,0,0,1
Total primary and secondary energy,97989,96655,94122,90158,93568,101617,105135,119640,109010,88767,96562,Quebec,All other manufacturing,Chained (2007) dollars,2439.4,2456.3999,2326.1001,2108.2,2280.2,2348.2,2406.7,2489.3,2485.8999,2565.2,2654.8999,326,0,0,1
Total primary and secondary energy,97989,96655,94122,90158,93568,101617,105135,119640,109010,88767,96562,Quebec,All other manufacturing,Chained (2007) dollars,287.7,122.7,144.5,139.60001,102.3,110.6,145.8,171.60001,139.7,162.8,155.60001,3365,0,0,1
Total primary and secondary energy,97989,96655,94122,90158,93568,101617,105135,119640,109010,88767,96562,Quebec,All other manufacturing,Chained (2007) dollars,2140.9,2088.7,1925.6,1473.3,1636.6,1580.2,1428.5,1271.1,1456.1,1441.6,1448.8,3221,0,0,1
Total primary and secondary energy,97989,96655,94122,90158,93568,101617,105135,119640,109010,88767,96562,Quebec,All other manufacturing,Chained (2007) dollars,688.0,663.59998,619.09998,582.5,581.79999,638.70001,652.90002,609.20001,623.29999,614.40002,597.79999,327A,0,0,1
Total primary and secondary energy,97989,96655,94122,90158,93568,101617,105135,119640,109010,88767,96562,Quebec,All other manufacturing,Chained (2007) dollars,330.9,305.39999,319.10001,262.70001,275.39999,273.39999,282.39999,261.5,293.20001,300.10001,324.20001,31211,0,0,1
Total primary and secondary energy,97989,96655,94122,90158,93568,101617,105135,119640,109010,88767,96562,Quebec,All other manufacturing,Chained (2007) dollars,495.2,457.39999,475.89999,401.10001,419.79999,424.5,389.10001,387.10001,389,391.39999,367.29999,3372,0,0,1
Total primary and secondary energy,97989,96655,94122,90158,93568,101617,105135,119640,109010,88767,96562,Quebec,All other manufacturing,Chained (2007) dollars,39.0,29.1,40.700001,31.799999,27.4,47.400002,64.199997,62.299999,53.900002,54.900002,55.599998,33631,0,0,1
Total primary and secondary energy,97989,96655,94122,90158,93568,101617,105135,119640,109010,88767,96562,Quebec,All other manufacturing,Chained (2007) dollars,3059.4,3089.8,2858.8999,2581.1001,2555.3,2760.5,2950.6001,3085.7,3047.2,2949.3999,2857,332,0,0,1
Total primary and secondary energy,97989,96655,94122,90158,93568,101617,105135,119640,109010,88767,96562,Quebec,All other manufacturing,Chained (2007) dollars,..,455,390.5,407,437.70001,430.79999,442.79999,410.39999,438,416.89999,406.89999,334A,0,0,1
Total primary and secondary energy,97989,96655,94122,90158,93568,101617,105135,119640,109010,88767,96562,Quebec,All other manufacturing,Chained (2007) dollars,338.4,365.70001,381.20001,429,382.5,401.39999,376,363.89999,360.5,428.20001,440.29999,3334,0,0,1
Total primary and secondary energy,97989,96655,94122,90158,93568,101617,105135,119640,109010,88767,96562,Quebec,All other manufacturing,Chained (2007) dollars,422.5,442.5,456.79999,336,328.60001,360.5,387.20001,378.5,334.39999,281.10001,299.60001,3359,0,0,1
Total primary and secondary energy,97989,96655,94122,90158,93568,101617,105135,119640,109010,88767,96562,Quebec,All other manufacturing,Chained (2007) dollars,572.3,528,503.70001,505.70001,517.5,508.60001,468.5,515.40002,649.29999,690,702.5,3212,0,0,1
Total primary and secondary energy,97989,96655,94122,90158,93568,101617,105135,119640,109010,88767,96562,Quebec,All other manufacturing,Chained (2007) dollars,278.5,292.29999,274.79999,203.2,217.7,258.70001,256.60001,246.10001,242,245.60001,244,3315,0,0,1
Total primary and secondary energy,97989,96655,94122,90158,93568,101617,105135,119640,109010,88767,96562,Quebec,All other manufacturing,Chained (2007) dollars,322.4,319.60001,276.60001,274.79999,272.10001,295.5,330.79999,317.10001,319,303,273.39999,3111,0,0,1
